dir_id|director_name|director_gender
31598|Bilal Lashari|0
31599|Gren Wells|1
31600|Phil Tuckett|0
31601|Stanislav Strnad|0
31602|Henryk Dederko|0
31603|Paul Tibbitt|0
31604|Paul Cowan|0
31605|Daniel Augusto|0
31606|Andrew Bogle|0
31607|Michel Tikhomiroff|0
31608|Julia Rezende|1
31609|Olivier Peyon|2
31610|Drew Hall|0
31611|Stuart Connelly|0
31612|Miguel S. Marin|0
31613|Tak-Sing Tam|0
31614|Onat Diaz|0
31615|Gunther Siegmund|2
31616|Wayne Hope|2
31617|Rudi Rosenberg|0
31618|Jeremy Profe|0
31619|Yale Fried|0
31620|David Roncin|0
31621|Andres Barrientos|0
31622|Eric Norcross|0
31623|Lara Everly|1
31624|Gui Ashcar|0
31625|Jorge R. Gutierrez|0
31626|Chris Demarais|0
31627|Gavin Free|2
31628|Andrew Librizzi|0
31629|Mike Thomas|0
31630|Rachael Turk|0
31631|Paul O'Connor|0
31632|Peyman Moaadi|0
31633|Joe McClean|0
31634|Takashi Murakami|0
31635|Karin Fahlen|0
31636|Marc Boreal|0
31637|Wim Vink|0
31638|Tomoya Kainuma|0
31639|Vorawit Phonginsee|0
31640|Winai Yuenyong|0
31641|Claude Demers|0
31642|Travis Legge|0
31643|Ha Jung-woo|2
31644|Cynthia Wade|0
31645|Jackie Soderman|0
31646|Christer Dahl|0
31647|Swamy M. Kandan|0
31648|Ivana Mladenovic|0
31649|Saurabh Varma|2
31650|Kevin Shaw|0
31651|Tom Ryan|0
31652|Jaime Herrero|0
31653|Bela von Block|0
31654|Harry McCoy|0
31655|Lex Halaby|0
31656|Mike Campbell|2
31657|Dante Wyatt|2
31658|Oliver Hockenhull|0
31659|Bojena Horackova|0
31660|Alexander Sass|0
31661|Kengo Furusawa|0
31662|Manie van Rensburg|0
31663|Ichiro Omomo|0
31664|Martin Widerberg|0
31665|Don O. Knowlton|0
31666|Tim Frewer|0
31667|Christopher Nixon|0
31668|Tyson Wade Johnston|0
31669|Lawrie Brewster|0
31670|Johanna Cypis|0
31671|Luis Pedron|0
31672|Gregor Habsburg|0
31673|Joe Strummer|2
31674|Justin Smith|0
31675|Gregg Gibbs|2
31676|Osamu Uemura|0
31677|Gordon Crum|0
31678|Steve O'Hagan|0
31679|Graham Bendel|0
31680|Martyn Stevens|0
31681|Michael Chu|0
31682|Jeremy Wilker|0
31683|Masaya Iseda|0
31684|Andrew de Villiers|0
31685|Adam MacDonald|2
31686|John Bergstresser|0
31687|Ingela Magner|0
31688|Roy Finch|0
31689|Goran Guner|0
31690|Byron Gatt|0
31691|Allan Manson|0
31692|Manuel Facal|0
31693|Samantha Fuller|0
31694|Magnus Gertten|0
31695|Jonas Svensson|0
31696|Tom Alandh|0
31697|Anders Wahlgren|0
31698|Arne Ragneborn|2
31699|Peter Magnusson|0
31700|Shingo Matsubara|0
31701|Mikael Ruttkay Hylin|0
31702|Dano Johnson|0
31703|Michael Cawood|0
31704|Francesco Conversano|0
31705|Mauricio Chernovetzky|0
31706|Helaine Head|1
31707|Shaker K. Tahrer|0
31708|Xu Huijing|0
31709|Lena Hanno|0
31710|Tetsuichiro Tsuta|0
31711|Reidar Jonsson|0
31712|Alex Pina|0
31713|John Olsson|2
31714|Marianne Ahrne|0
31715|Andreas Lisberg|0
31716|Don Abernathy|2
31717|Lee Su-Jin|0
31718|Rajesh Amanakara|0
31719|Marco Weber|2
31720|Doug Ulrich|0
31721|Johan Bergenstrahle|0
31722|Goran du Rees|0
31723|Horseman Cao|0
31724|Trevor Laurence|0
31725|Benjamin Wilkins|0
31726|Yarrow Cheney|2
31727|Eric Favela|0
31728|Pierre D. Botha|0
31729|Bengt Lagerkvist|0
31730|Francisco Bello|2
31731|Jece Valadao|2
31732|Bade Hj. Azmi|0
31733|Jules Saulnier|0
31734|Gunnar Hoglund|0
31735|Eugen Schufftan|2
31736|Marty Thomas|0
31737|Malin Myren|0
31738|Fabrizio Rampelli|0
31739|Yaropolk Lapshin|0
31740|Hugo Obregon|0
31741|Grzegorz Zariczny|0
31742|Stan Neumann|0
31743|Sean Gerowin|0
31744|James Avallone|0
31745|Mikel Cee Karlsson|0
31746|Johan Carlsson|0
31747|Pehr Arte|0
31748|O-skar Sjodin|0
31749|Brendan Walls|0
31750|Christian Jeltsch|0
31751|Mozael Silveira|0
31752|Even Sigstad|0
31753|Yosef Millo|0
31754|Marita Grabiak|1
31755|Renzo Anerod|0
31756|Leyla Assaf-Tengroth|0
31757|Moon Jones|0
31758|Volker Goetze|0
31759|Jay Reel|0
31760|Zach Ingrasci|0
31761|Ane Siderman|0
31762|Kayne Schwarz|0
31763|Rodney Charles|0
31764|Thomas Lynskey|0
31765|Lucas Scheffel|0
31766|Jens Raunkjaer Christensen|0
31767|Nicky Lianos|0
31768|Marcio Migliorisi|0
31769|J.A. Forbes|0
31770|Agustin Graham|0
31771|Eric Lamhene|0
31772|Brittney Segal|0
31773|Namak Khoshnaw|0
31774|Andreas Climent|0
31775|Mac Crutcher|0
31776|R.J. Daniel Hanna|0
31777|Priit Paasuke|0
31778|Anthony McHie|0
31779|Reggie Yates|0
31780|Michael Chance|0
31781|Skiny|0
31782|Adam Rose|2
31783|Adam Hirsch|0
31784|Michel Favart|2
31785|Cody Campanale|0
31786|Gerard Lough|0
31787|Nicholas Yudifar|0
31788|Chris Fretwell|0
31789|Craig Anthony Perkins|0
31790|Daniel Schachter|0
31791|Jase Haber|0
31792|Fernando Poe Jr.|0
31793|Ryan Robins|0
31794|Mitsuyo Miyazaki|0
31795|Mike Darling|0
31796|Tim Berry|0
31797|Janno Jurgens|0
31798|Dongseok Kuk|0
31799|Pedro Bial|0
31800|Larissa Truby|0
31801|Zsuzsanna Ardo|0
31802|E. Charlton-Trujillo|0
31803|Rich Landes|0
31804|Eric Waetjen|0
31805|Nick Rowland|0
31806|Carlo Perassi|0
31807|Tom Edmunds|0
31808|David Martin Porras|0
31809|Andrey Getov|0
31810|Gavin Michael Booth|0
31811|Leanne Welham|0
31812|Reggie Gaskins|0
31813|Aaron Wakem|0
31814|Crystal Us|0
31815|Jordon Sendall|0
31816|Rohan Green|0
31817|Elwin Bes|0
31818|James Penco|0
31819|Julien Zenier|0
31820|Tatjana Najdanovic|0
31821|Michael Wolk|0
31822|Zhora Kryzhovnikov|0
31823|Scott Devine|0
31824|Lisa Kappel|0
31825|Eva Midgley|0
31826|Jason W. McKinnon|0
31827|Adam Bagger|0
31828|Brae Norwiss|0
31829|Josh Alletto|0
31830|Jeremy Waltman|0
31831|James Keaton|0
31832|Colin Ross Smith|2
31833|Doug Dearth|2
31834|Tony Bonacci|0
31835|Alexei Tylevich|0
31836|Roque Madrid|0
31837|Pamela Wright|1
31838|Park Joong-hoon|2
31839|Sandro Petraglia|2
31840|B. Douglas Robbins|0
31841|Sanusit Chanchano|0
31842|Michael Blackwood|0
31843|Arthur Landon|0
31844|Enrico Colantoni|2
31845|Simon Duric|0
31846|Nick Padley|0
31847|Sam Kelly|2
31848|Tom Woodruff Jr.|2
31849|Maria Cifuentes Caruncho|0
31850|Leon Le|0
31851|Nunzio Fazio|0
31852|Raaj Prabavathy Menon|0
31853|Flora Lau|0
31854|Marcelo Briem Stamm|0
31855|Jiro Nagae|0
31856|Ramtin Lavafipour|0
31857|April Maiya|0
31858|Mark Bodzsar|0
31859|Naeim Ghalili|0
31860|Ali Essafi|0
31861|Sebastian Bartolitius|0
31862|David W. Hanson|0
31863|Etienne Desrosiers|2
31864|Rachel Milton|0
31865|Samer Daboul|0
31866|Estlin Feigley|0
31867|James Salter|0
31868|Christopher Leto|0
31869|Robert Madero|0
31870|Vitali Mansky|0
31871|Otto Guerra|0
31872|Blake Powell|0
31873|Yuri Lyashenko|0
31874|Adolf El Assal|0
31875|Douglas Sadler|0
31876|Bruno Safadi|0
31877|Ricardo Pretti|0
31878|Kuku Kohli|0
31879|Bhandit Rittakol|0
31880|Simona Piantieri|0
31881|Michael Beberashvili|0
31882|Jonah Kaplan|2
31883|Joe Scott|0
31884|Volker Weicker|0
31885|Subu|0
31886|Gennaro Desposito|0
31887|Branko Celovic|0
31888|Freddy Chavez Olmos|0
31889|Can Evrenol|0
31890|Ghazi Albuliwi|0
31891|Simon Baumann|0
31892|Gianfranco Pagani|0
31893|Mingmonkul Sonakul|0
31894|Mamoru Nagano|0
31895|Parisa Bakhtavar|0
31896|Zivorad 'Zika' Mitrovic|0
31897|Takuro Fukuda|0
31898|Kin Ping Cheng|0
31899|Nicole Clark|0
31900|Marcel Barrena|0
31901|Choi Jin-sung|2
31902|Jo Yong-Sun|0
31903|Kim Seong-hee-II|0
31904|Chelsea McMullan|0
31905|Jeremy Lasky|0
31906|Alexander Chan Mong-Wa|0
31907|Martin Sorrondeguy|0
31908|Nagraj Manjule|0
31909|Gym Lumbera|0
31910|Shaina Anand|0
31911|Konstantinos Koutsoliotas|0
31912|Yamini Lila Kumar|0
31913|Marc Buhmann|0
31914|Leila Albayaty|0
31915|Dave Moody|2
31916|Manuel Perez Caceres|0
31917|Ismael Morillo|0
31918|Rubem Biafora|0
31919|Nui Cherm-Yim|0
31920|Pawel Wendorff|0
31921|Kelsey Thompson|0
31922|Viroj Thongsew|0
31923|Eric Balfour|2
31924|Pietro Reggiani|0
31925|Rob Brown|0
31926|David L. Williams|0
31927|Chloe Ruthven|0
31928|Joao Pedro Moreira|0
31929|M.A. Littler|2
31930|Felix Mesguich|0
31931|Nagieb Khaja|0
31932|Gaurav Seth|0
31933|Daniel Wu|2
31934|Brad Murphy|0
31935|Paula Siero|0
31936|Colby Day|0
31937|Christiano Dias|0
31938|Jose Maria Molina|0
31939|Kevin Mock|0
31940|Charlie Jenkins|0
31941|Mark Mariutto|0
31942|Flavio Migliaccio|0
31943|Han Fang Pao|0
31944|Yiannis Liolios|0
31945|Witalij Lukin|0
31946|Peter Ferris Rosati|0
31947|Theo Love|0
31948|Darren Jones|0
31949|Benni Setiawan|0
31950|Guntur Soeharjanto|0
31951|Will Slocombe|0
31952|Robert Rae|0
31953|Sophia Savage|0
31954|Krisztina Esztergalyos|0
31955|Kerry Candaele|0
31956|Radoslav Spassov|0
31957|Yasuo Mikami|0
31958|Felipe Eluti|0
31959|Lotte Stoops|0
31960|Luke Brady|0
31961|B.C. Jones|0
31962|Joe Rosen|0
31963|So Joon-moon|0
31964|Guido Tolke|0
31965|Ted McCagg|0
31966|Samuel Dawe|0
31967|Mark Magro|0
31968|Matteo Oleotto|0
31969|Gillian Fritzsche|0
31970|Jeff Blankenship|0
31971|Italo Pacchioni|0
31972|Alfred Moul|0
31973|Sage Hall|0
31974|Andrew Alonso|0
31975|Anil Krishnan|0
31976|Josh Mills|0
31977|Richard Parkin|2
31978|Eric Kolelas|2
31979|Jerry Ching|0
31980|David Raymond|0
31981|Daniel Kuhlman|0
31982|Bruce Green|0
31983|Daan Veldhuizen|0
31984|Toby Spanton|0
31985|Gina Gambill|0
31986|Ivan Krasny|0
31987|Kris Wilson|0
31988|Kris Roselli|0
31989|Justin Burquist|2
31990|Roman Ilyushenko|0
31991|Michelle Pollino|0
31992|Eugenio Py|0
31993|Branko Plesa|0
31994|Josh Litman|0
31995|Acim Vasic|0
31996|Cary Hill|0
31997|Bruce McFarlane|2
31998|Rickard Petrelius|2
31999|Alberto Evangelio|0
32000|Dale Windle|0
32001|Steve Rainbow|0
32002|Arne Philip Fraas|0
32003|Einar Sissener|2
32004|Pierre Monnard|0
32005|Joseph Mehri|2
32006|Bryan Moses|0
32007|Tim Carroll|2
32008|Hugh David|0
32009|Adam Krause|0
32010|J.W. Myers|0
32011|P. Rameesh|0
32012|Aaron Scheibner|0
32013|Bojan Vuk Kosovcevic|0
32014|Christer Lindstrom|0
32015|Kosta Dordevic|0
32016|Richard Turner|2
32017|Hernan Jimenez|2
32018|Sean Paul Lockhart|2
32019|Ray William Johnson|0
32020|Guillaume Sylvestre|0
32021|Raj Purohit|0
32022|Siegmund Lubin|0
32023|Peter Scott|0
32024|Dan Mudford|0
32025|Thomas Aigner|0
32026|Moshe Zimerman|0
32027|Jon Christian Moller|0
32028|Gregorio Graziosi|0
32029|Olivier Zuchuat|0
32030|Michelle Fridley|0
32031|Whitney Ransick|0
32032|Janaki Manaki|0
32033|Eros Djarot|0
32034|Cristobal Krusen|2
32035|Y.V.S Chowdary|0
32036|Y. Jitender|0
32037|KarthiKkeya|0
32038|Fei-chien Wu|0
32039|Trevor Juenger|0
32040|Nasron Panuangkasiri|0
32041|Surbsak Chalongtham|0
32042|Clarence Elder|0
32043|Chana Chai|0
32044|Havard Bustnes|0
32045|Chadchawal Wisawabumrungchai|0
32046|Naphatr Praisingoen|0
32047|Nati Panmanee|0
32048|Nitivat Cholvanichsiri|0
32049|Nawaphol Manukan|0
32050|Adam Hopkins|0
32051|Mum Jokmok|0
32052|Akarapol Akarasaranee|0
32053|Scarlet Fry|0
32054|Nicholas Kleczewski|0
32055|B.J. Alexander|0
32056|Aidan Synnott|0
32057|Siu-Di Wang|0
32058|David L. Lewis|0
32059|Jean-Louis Daniel|0
32060|Shoko Kimura|0
32061|Ricardo del Conde|0
32062|Luiz Otavio de Santi|0
32063|Philippe Agostini|2
32064|Alex Julia|0
32065|Agostinho Martins Pereira|0
32066|Pino Amenta|0
32067|Gwok Ching-Kong|0
32068|Michael Cumming|0
32069|Cheung Sam|0
32070|Jean Denizot|0
32071|Gerald Tripp|0
32072|Dan Poole|0
32073|Go Bo-Shu|0
32074|Paco Vazquez|0
32075|Alfonso Andres Ayarza|0
32076|Mario DiLeo|2
32077|Sagar S. Sharma|0
32078|Zarxrax|0
32079|Jung Yoon-suk|2
32080|Phongsakon Chubua|0
32081|Ping Lumpraploeng|2
32082|Nati Phunmanee|0
32083|Jose Antonio Garcia|0
32084|Seree Phongnithi|0
32085|Dustin Ferguson|0
32086|Michael Theodore|0
32087|Fred Arne Wergeland|0
32088|Toyin Agbetu|0
32089|Usher Morgan|0
32090|Verona Spence|0
32091|Kiyoshi Komori|2
32092|Satoshi Taguchi|0
32093|Steen Agro|0
32094|Vic Morrow|2
32095|Duncan Cunningham|0
32096|Georges Monca|0
32097|Tomislav Mrsic|2
32098|Henri Andreani|0
32099|Puttanna Kanagal|0
32100|Francis Boggs|0
32101|Tso Kea|2
32102|Kenean Buel|2
32103|Johan Ankerstjerne|0
32104|Masa Zia Lenardic|0
32105|Robert Van der Coolwijk|0
32106|Graham Rose|0
32107|Alex Puccio|0
32108|Nick Narciso|0
32109|Zhao Xiao Tong|0
32110|Luke Massey|0
32111|Stephen Gibson|0
32112|Manish Sharma|0
32113|Kin'ya Ogawa|0
32114|Dado C. Lumibao|0
32115|William Strohbach|2
32116|Mario Benenati|0
32117|Tomas Houska|0
32118|Fritz Magnussen|0
32119|Pat Shields|0
32120|Evelyn Cherry|0
32121|Gunilla Bresky|0
32122|Nancy Florence Savard|0
32123|Eryk Rocha|0
32124|Bruno Bartoletti|2
32125|Carey McKenzie|0
32126|Max Igan|0
32127|Sam George|0
32128|Trevor White|0
32129|Christopher Livingston|0
32130|Don Caron|2
32131|Jack Robertson|0
32132|Horace Woodard|0
32133|Neil Mandt|2
32134|Gayne Whitman|0
32135|Jon Scoffield|0
32136|Lawrence Carra|0
32137|Franklin Melton|0
32138|Alan Horrox|2
32139|David Ma|0
32140|Madis Ojamaa|0
32141|Michael Haboush|0
32142|Tim Tsiklauri|0
32143|Joanna Arnow|1
32144|Febian Nurrahman Saktinegara|0
32145|Joe Angio|0
32146|Lars Erik Steffensen|0
32147|Tommaso Dazzi|0
32148|Jesse Griffith|0
32149|Tony Lam|0
32150|Mike Leonard|0
32151|YOSHIKAWA Kazuyoshi|0
32152|Andrew Gilbert|0
32153|Jim Townsend|0
32154|Aitor Merino|0
32155|Robert Uncles|0
32156|Lida Chan|0
32157|Antonio Morabito|0
32158|Dennis Potter|0
32159|Juan Barrero|0
32160|Maria Ruotsala|0
32161|Michael Goldberg|2
32162|Alain LeTourneau|0
32163|Romain Gary|0
32164|Izabela Plucinska|0
32165|Vladimir Gardin|2
32166|Thanit Jitnukool|0
32167|Sid Marcus|2
32168|Jorgen Roos|0
32169|Ed Emshwiller|0
32170|John Robinson Irwin|0
32171|Tunc Okan|0
32172|Irv Spector|2
32173|Guy Fergusson|0
32174|Alain Ughetto|0
32175|Bjorn Breigutu|0
32176|Ryan Lonergan|0
32177|Walter de Hoog|0
32178|Tony Glazer|0
32179|Digvijay Singh|0
32180|Daniel Sousa|0
32181|Lauren MacMullan|0
32182|P. Sukumar|0
32183|Suzanne Guacci|1
32184|Hans Jurgen Pohland|2
32185|Phanumad Disattha|0
32186|Demetrios Poulos|0
32187|Suresh Unnithan|0
32188|Anoop Ramesh|0
32189|Laurent Witz|0
32190|Kun Chang|0
32191|Ruj Ronapop|0
32192|Ed Schehl|0
32193|James Russell|0
32194|Jason M. Koch|0
32195|Britt Napier|0
32196|Ciro Ceruti|2
32197|Matteo Pellegrini|0
32198|Amilcar Oliveira|0
32199|Anna SanMarti|0
32200|Branko Ivanovski Gapo|0
32201|Ray Cozine|0
32202|Pawel Czarzasty|0
32203|Mort Blumenstock|0
32204|Trajce Popov|0
32205|Peter Du Cane|0
32206|Thomas Koerfer|2
32207|Marco Simon Puccioni|0
32208|Franchot Tone|2
32209|Lucian Muntean|0
32210|Bradley Jackson|0
32211|Austin Chapman|0
32212|Tonia Mishiali|0
32213|Bruce Herschensohn|0
32214|Bhanu Yukol|0
32215|Nicolas Amelio-Ortiz|0
32216|James R. Buick|0
32217|S. Narayan|0
32218|J.J. Winlove|0
32219|Marc-Olivier Louveau|0
32220|Dhorairaj Bhagavan|0
32221|Hunsur Krishnamurthy|0
32222|Pieak Poster|2
32223|Alessandro Riconda|0
32224|Edward Ruscha|2
32225|Gary Seghers|0
32226|Linda Ohama|0
32227|Mykola Shpykovsky|2
32228|Charles Haine|0
32229|David Kleijwegt|0
32230|Park Hong-soo|0
32231|Eric Werthman|0
32232|Hans Rodionoff|2
32233|Anna Luif|0
32234|Christine McHugh|0
32235|Hidekuni Shida|0
32236|Jason Figgis|0
32237|Connie Rasinski|0
32238|Sachin Bajaj|0
32239|Raj Chakraborty|0
32240|Rattana Pestonji|0
32241|Suphi Tekniker|0
32242|Cherd Songsri|0
32243|Carla MacKinnon|0
32244|Brian Salt|0
32245|Pham Rangsee|0
32246|Christos Houliaras|0
32247|Max Reichel|0
32248|Jung Yeon-Sik|0
32249|Um Tae-hwa|2
32250|Nicholas Berger|0
32251|Pierre Coulibeuf|0
32252|Sofia Norlin|0
32253|Horace Shepherd|0
32254|John Brian King|2
32255|Kevin L. West|0
32256|Dimitrios Lukas|0
32257|Natalia Mikhaylova|0
32258|Stephane Ambiel|0
32259|Menna Laura Meijer|0
32260|Grim Natwick|0
32261|Bob Wickersham|2
32262|Ariel Kleiman|0
32263|Shandii Bacolod|0
32264|Lirio Ferreira|0
32265|Denis McArdle|0
32266|Jake Boritt|0
32267|Jerzy Zalewski|2
32268|George B. Seitz Jr.|0
32269|Dale Heslip|0
32270|Doron Max Hagay|0
32271|Vitor Goncalves|0
32272|Deon Meyer|0
32273|Todd Jones|0
32274|Alek Gearhart|0
32275|Jorge Delano|0
32276|Deepan Chakravarthy|0
32277|David W. Edwards|0
32278|Guillaume Vincent|0
32279|Rey Scott|0
32280|David Hartman|0
32281|Chin-lai Sung|0
32282|Khir Rahman|0
32283|Hans Albin|0
32284|Chirstoph Kirchner|0
32285|Albert Dubout|0
32286|Jean Mitry|0
32287|Michael Orrom|0
32288|Winifred Holmes|0
32289|Daniel Ferguson|0
32290|Larry Parr|0
32291|Pavel Abraham|0
32292|Kalle Max Hofmann|0
32293|Burkhard von Harder|0
32294|Georgina Chapman|1
32295|Kiki Alvarez|0
32296|Don Askarian|0
32297|Michael Kinney|0
32298|Stuart Legg|0
32299|Andrew J. Morgan|0
32300|Dato' Yusof Haslam|0
32301|Nikos Grammatikos|0
32302|Tarun Pancholia|0
32303|Anielle Webster|0
32304|Hay Plumb|2
32305|Markus Blunder|0
32306|Bert Angeles|0
32307|Eleuterio Rodolfi|0
32308|Ramon Giger|0
32309|Karen Stokkendal Poulsen|0
32310|Friedrich Hollaender|2
32311|Jeremy London|2
32312|Paul Blackthorne|2
32313|Michael DeCarlo|0
32314|Wanweaw Hongvivatana|0
32315|S.R. Puttana Kanagal|0
32316|James Rogan|0
32317|Jennifer Gibney|0
32318|Jarrell Crump|0
32319|Jacques Weber|2
32320|Nikoleta Leousi|0
32321|Andrei Gruzsniczki|0
32322|Madeline Ivalu|0
32323|Gustavo Pizzi|2
32324|Tomas Kaan|0
32325|Stephane Malterre|0
32326|Joeri Holsheimer|0
32327|Stepaschka|0
32328|Frederic Bajou|0
32329|Surapong Pinijkhar|0
32330|A. James Gee|0
32331|Hiba Vink|0
32332|Camilla Paula Andersen|0
32333|Albert 't Hooft|0
32334|Pipilotti Rist|0
32335|James E. Tooley|0
32336|Liubov Lvova|0
32337|Fritz Schulz|2
32338|Luciano Ricci|0
32339|Nathan Clarke|0
32340|Udom Udomroj|0
32341|Ann Marie Fleming|0
32342|Vadim Ilyenko|2
32343|Arphichard Phopairoj|0
32344|Balder Westein|0
32345|Vladimir Denisenko|0
32346|Maarten Koopman|0
32347|Harry Arling|0
32348|Sanne Vogel|0
32349|Yongyuth Pinitpong|0
32350|Kob Chaiwat|0
32351|A. P. Nagarajan|0
32352|Josh Spencer|0
32353|Rosie Perez|1
32354|Jenneke Boeijink|0
32355|Marleen Jonkman|0
32356|Sergei Nolbandov|0
32357|Norodom Sihanouk|0
32358|Qian Jiajun|0
32359|Steve Goldberg|0
32360|Akhtem Seitablayev|0
32361|Frederic Tellier|2
32362|Aaron Seelman|2
32363|Yevgeni Ginzburg|0
32364|David Kent Jacobs|0
32365|Rostislav Sinko|0
32366|Alexis Neve|2
32367|Neil Leifer|0
32368|Andrei Panin|2
32369|Vincci Cheuk|0
32370|Kullachat Jitcajonwanich|0
32371|V.K Pavithran|0
32372|Harikumar|0
32373|Rojin Thomas|0
32374|Sudipto Sen|0
32375|Ilse van Velzen|1
32376|Niels van Koevorden|0
32377|Suzanne Raes|0
32378|Marina Razbezhkina|1
32379|Patrick Viktor Monroe|0
32380|Dennis Joseph|0
32381|Thulasidas|0
32382|Jomon|0
32383|Alyson Levy|0
32384|Giulio De Santi|0
32385|Harrison Engle|0
32386|Sanin Cherques|0
32387|Susan Everett|0
32388|Dean Walton|0
32389|Austin Ethridge|0
32390|Girish Karnad|2
32391|Meloni Poole|0
32392|Peter Hoar|0
32393|Talal Derki|0
32394|Bernard McLaverty|0
32395|Amy Neil|0
32396|Chris Boyle|0
32397|Simon Bovey|0
32398|Bernhard Pucher|0
32399|Stephanie Danielson|0
32400|Thomas G. Miller|0
32401|Chioke Nassor|0
32402|Alan Nathanson|0
32403|John Wynn|2
32404|Zaza Urushadze|0
32405|Rob DenBleyker|0
32406|Guylaine Maroist|0
32407|Jonathan Brough|0
32408|Phasakorn|0
32409|Chayaporn Bunnag|0
32410|Kyriakos Katzourakis|0
32411|Anna Mantzaris|0
32412|Lau Lauritzen|0
32413|Mary Jordan|0
32414|Sompope Vejchapipat|0
32415|Tommy Alexander|0
32416|Santiago Tabernero|0
32417|Francisco Cavalcanti|0
32418|Christian Marnham|0
32419|Sean Dunn|0
32420|Moohyun Jang|0
32421|Vincent Dobbel|0
32422|Jonathan Wright|0
32423|Tim Forder|0
32424|Donald McWhinnie|0
32425|Yuta Sukegawa|0
32426|Jesus Perez|2
32427|Rodrigo Vila|0
32428|Simon Savory|2
32429|Cory Taylor|0
32430|Russell Harlan|2
32431|Chanon Somrit|0
32432|Jason Hoover|0
32433|Panitch Sodsee|0
32434|Daniel Reisinger|0
32435|Frank Cadman|0
32436|Alessandro Rak|0
32437|Paolo Ruffini|0
32438|Mel Emde|0
32439|Max Christensen|0
32440|George Anton|0
32441|Omar Flores Sarabia|0
32442|David Kartch|0
32443|Greg Rom|0
32444|Stephen Marro|0
32445|Rachel Griffiths|1
32446|David Mun|0
32447|Austin Thomas Wood|0
32448|Taikan Suga|0
32449|Liao Ming-Li|0
32450|Jakob Lass|0
32451|Eric Blom|0
32452|Desmond Saunders|0
32453|Curtis Stone|0
32454|Darren J. Butler|0
32455|Diego Ayala|0
32456|Jose Pepe Bojorquez|0
32457|Alberto Fasulo|0
32458|Daniel Aguirre Lainez|0
32459|Mait Laas|0
32460|Maria Valle|0
32461|Nicolas Loesner|0
32462|Emily Buchanan|0
32463|Walter Tournier|0
32464|cyop&kaf|0
32465|Daniel Ragussis|0
32466|Max Marcin|0
32467|Tamas Harangi|0
32468|Antonio Eceiza|0
32469|Cameron Sawyer|0
32470|Nirit Peled|0
32471|Kelvin Sng|0
32472|Peter Weiss|0
32473|Stephen Cookson|0
32474|Edward Abraham|0
32475|Halit Refig|0
32476|Hideo Oba|0
32477|Makoto Shinozaki|0
32478|Danny Drisdale|0
32479|Nicholas Celozzi|0
32480|Gilles Coulier|0
32481|Narimane Mari|0
32482|Tatsuo Satou|0
32483|Shiori Kazama|0
32484|Scott Simpson|2
32485|Stuart Pringle|0
32486|Paul Thomas|2
32487|Shawn Stutler|0
32488|Nurbek Egen|0
32489|John R. Gaug|0
32490|Anusornmongkolkarn Yukol|0
32491|Stuart Richardson|0
32492|Rob Nelson|0
32493|Andrea Weiss|0
32494|Aclan Buyukturkoglu|2
32495|Toshiaki Komura|0
32496|Frank Lisi|0
32497|Lukas Dhont|0
32498|Vadim Kurchevskiy|0
32499|Delaney Bishop|0
32500|Mongkolchai Chaiwisut|0
32501|Scot Armstrong|2
32502|J.R. Cox|0
32503|Art O Briain|0
32504|Digby Rumsey|0
32505|Marcelo Mesquita|0
32506|Rajendra Singh Babu|0
32507|K. Chandru|0
32508|Liew Seng Tat|0
32509|Janez Drozg|0
32510|Rajko Ranfl|0
32511|Alan Dickson|0
32512|Don Barry|0
32513|Frederique Barraja|0
32514|Klaus Scheurich|0
32515|Brandon Colvin|0
32516|Anthony Schatteman|0
32517|Timothy Wennekes|0
32518|Muhammad Razeen|0
32519|Michele Mellara|0
32520|Pasquale Pozzessere|0
32521|Gabriele Wengler|0
32522|Kiko Goifman|0
32523|Nic Alderton|0
32524|Tom Petch|0
32525|Nicky Pattison|0
32526|Marina Person|1
32527|Mona Friis Bertheussen|0
32528|Pif|2
32529|Federico Ferrone|0
32530|Brian Holden|0
32531|Tom Walsh|0
32532|Larry McLean|0
32533|Ben Steele|0
32534|Dave McElfatrick|0
32535|Cecilia Verheyden|0
32536|Tinus Kramer|0
32537|Martine Chartrand|0
32538|John Merchant|0
32539|Agne Nelk|0
32540|Nana Janelidze|0
32541|Brian Dublin|0
32542|Balaji K. Kumar|0
32543|Juan Gamero|0
32544|Sebastian Moreno|0
32545|Danni Reisfeld|0
32546|Peter Haas|2
32547|Bhadran|0
32548|Lorenzo Hagerman|2
32549|Denis Rovira van Boekholt|0
32550|Dirk Ahner|0
32551|Michal Samir|0
32552|Nicolas Herdt|0
32553|Ferenc Kardos|0
32554|S. Janardanan|0
32555|Patrick Daly|0
32556|Griffin Hammond|0
32557|Christopher Good|0
32558|S.L Puram Jayasurya|0
32559|Filippo Vendemmiati|0
32560|Kim Jae-Han|0
32561|Kim Dong-hyun|0
32562|Andrew Blankenship|0
32563|Erica Hinton|0
32564|Jim Coleman|0
32565|Milton Carruth|2
32566|Archibaldo Burns|0
32567|Doug Maguire|0
32568|Patrick Trettenero|0
32569|Dave O'Brien|0
32570|Robert Carlisle|0
32571|Saul Elkins|2
32572|Charles T. Trego|0
32573|Victoria Mercanton|0
32574|Dobray Gyorgy|0
32575|Douglas Shearer|2
32576|Jesse Dayton|0
32577|Arne Feldhusen|0
32578|Haridas|0
